bib,age,20k_minutes,avg_pace_to_20k,perc_decay_15k_to_20k,finish_minutes
3157,28,84.97,14.12,-0.67,181.42
4626,36,84.07,14.27,0.04,181.43
7250,36,85.33,14.06,0.27,181.43
5930,31,83.4,14.39,-0.59,181.43
11973,31,87.07,13.78,0.1,181.43
5297,41,83.57,14.36,-0.76,181.45
2281,26,81.87,14.66,-0.22,181.45
9649,41,84.77,14.16,0.32,181.45
6627,44,84.03,14.28,-0.15,181.45
9252,41,85.68,14.01,0.26,181.47
3495,36,80.92,14.83,0.18,181.47
9459,55,85.33,14.06,-0.18,181.47
5046,50,86.57,13.86,-0.15,181.47
9090,50,85.57,14.02,0.07,181.48
5937,42,81.85,14.66,0.13,181.48
9344,27,85.73,14.0,0.13,181.5
3188,39,82.25,14.59,0.02,181.52
5666,25,83.32,14.4,-0.5,181.52
9555,45,85.6,14.02,0.05,181.52
5734,44,83.85,14.31,-0.06,181.53
6442,29,85.25,14.08,-0.06,181.53
4949,36,81.63,14.7,0.13,181.53
6108,51,84.52,14.2,-0.19,181.55
3354,43,83.12,14.44,-0.51,181.55
7440,52,83.9,14.3,-0.23,181.57
5615,40,85.33,14.06,-0.11,181.57
201,32,82.95,14.47,-0.15,181.57
5413,36,84.8,14.15,-0.39,181.58
5833,35,82.4,14.56,0.13,181.58
8582,56,83.47,14.38,-0.13,181.58
6662,31,84.35,14.23,0.5,181.6
4278,38,83.03,14.45,0.16,181.6
4105,52,83.5,14.37,-1.27,181.62
6015,36,83.67,14.34,-0.08,181.62
3778,38,85.43,14.05,0.07,181.62
2712,30,84.15,14.26,-0.21,181.62
6661,37,86.27,13.91,-0.47,181.62
6571,34,85.78,13.99,0.3,181.62
3000,35,80.62,14.88,-2.39,181.62
29753,24,84.9,14.13,0.24,181.63
8399,44,84.9,14.13,0.23,181.63
2940,43,82.58,14.53,-0.33,181.63
6602,43,84.08,14.27,-0.1,181.65
4476,37,83.07,14.45,-0.29,181.65
13055,29,85.72,14.0,0.2,181.67
6457,43,85.73,14.0,-0.35,181.68
7397,40,84.85,14.14,-0.25,181.68
3873,31,85.55,14.03,-0.13,181.68
1184,44,85.18,14.09,-0.68,181.68
3736,50,85.05,14.11,-0.17,181.68
3944,40,80.97,14.82,-0.62,181.7
3653,28,82.72,14.51,-1.14,181.7
9402,48,83.28,14.41,0.18,181.72
5546,38,84.37,14.22,-0.04,181.72
7093,36,85.88,13.97,0.34,181.73
8921,43,83.65,14.35,-0.01,181.73
6478,47,84.93,14.13,0.0,181.73
6900,35,86.97,13.8,0.16,181.75
12108,49,86.65,13.85,-0.1,181.75
8450,63,84.65,14.18,-0.61,181.75
6786,31,81.2,14.78,0.0,181.77
4064,27,83.2,14.42,0.19,181.77
4586,34,87.12,13.77,0.51,181.77
4272,39,85.55,14.03,-0.05,181.78
7104,42,81.6,14.71,-0.05,181.78
9640,50,85.22,14.08,-0.23,181.8
4908,34,87.55,13.71,0.44,181.8
8707,43,85.27,14.07,-0.05,181.8
32065,40,84.47,14.21,-0.6,181.8
6369,27,84.47,14.21,-0.32,181.8
5294,34,85.47,14.04,0.26,181.8
10629,39,87.5,13.71,0.53,181.8
5667,29,82.43,14.56,-0.39,181.8
7492,43,84.1,14.27,-0.2,181.82
9101,46,86.78,13.83,0.82,181.82
7480,37,82.88,14.48,-0.71,181.82
8032,52,85.6,14.02,0.26,181.82
3433,46,80.5,14.91,0.41,181.82
7037,32,84.62,14.18,-0.23,181.83
9330,27,86.88,13.81,-0.09,181.83
1759,37,79.15,15.16,-0.44,181.83
6771,41,86.73,13.84,-1.38,181.83
2477,44,79.95,15.01,-0.6,181.83
6748,31,84.45,14.21,-0.09,181.85
6486,33,82.67,14.52,-0.49,181.85
6115,38,84.55,14.19,-0.02,181.85
10480,27,86.9,13.81,-0.01,181.87
6062,50,85.13,14.1,-0.04,181.87
8034,42,82.52,14.54,-0.92,181.87
8268,40,86.57,13.86,0.45,181.88
7410,40,87.0,13.79,0.0,181.88
3510,45,83.78,14.32,-0.93,181.88
2910,54,84.78,14.15,-0.32,181.88
3687,29,86.15,13.93,-0.17,181.9
2059,32,82.05,14.63,0.13,181.9
4280,44,84.38,14.22,-0.37,181.9
5619,24,84.42,14.21,-0.34,181.9
5008,37,84.2,14.25,-0.43,181.92
6693,41,81.8,14.67,-0.24,181.92
5451,35,83.42,14.39,-0.5,181.93
6477,47,86.67,13.85,0.12,181.93
5409,37,86.62,13.85,-0.22,181.93
5626,38,84.98,14.12,-0.26,181.95
6631,35,81.38,14.75,-0.27,181.95
9221,24,85.08,14.1,-0.14,181.97
7278,46,84.37,14.22,0.16,181.97
6643,44,84.1,14.27,-0.17,181.97
8329,38,85.18,14.09,-0.13,181.98
16875,30,86.98,13.8,0.13,181.98
24798,26,82.48,14.55,-0.15,181.98
8684,45,86.2,13.92,0.05,181.98
3862,40,84.62,14.18,-0.1,181.98
16866,36,84.47,14.21,-1.16,182.0
5587,46,84.48,14.2,0.22,182.03
10592,26,83.17,14.43,-0.24,182.03
8112,46,81.77,14.68,-0.99,182.03
6501,29,85.15,14.09,-0.13,182.03
2116,36,78.87,15.21,-0.73,182.05
5385,38,84.05,14.28,0.07,182.05
8264,57,86.25,13.91,-0.01,182.05
11702,25,84.02,14.28,-0.21,182.05
5533,30,84.87,14.14,-0.63,182.07
6330,44,85.22,14.08,-0.18,182.07
10884,30,85.35,14.06,-0.36,182.08
10335,35,87.03,13.79,0.32,182.1
4584,32,85.37,14.06,0.14,182.1
9226,63,85.93,13.96,-0.31,182.12
9599,50,86.95,13.8,0.13,182.12
3725,22,85.9,13.97,0.3,182.12
8469,36,83.98,14.29,-0.01,182.12
1277,38,81.83,14.66,-0.77,182.12
5646,42,84.23,14.25,-0.24,182.12
2350,30,79.67,15.06,-0.56,182.13
8665,36,84.65,14.18,0.1,182.13
3620,40,82.97,14.46,-0.17,182.13
1067,42,85.15,14.09,-0.22,182.13
5502,26,85.18,14.09,-1.82,182.15
10675,23,86.03,13.95,-0.38,182.15
7347,37,85.12,14.1,-0.06,182.15
4854,41,84.75,14.16,-0.49,182.15
9191,43,85.98,13.96,-0.16,182.15
8491,43,85.28,14.07,-0.06,182.15
8436,43,85.73,14.0,-0.9,182.15
12429,33,85.63,14.01,-0.3,182.17
8289,41,83.42,14.39,-0.54,182.17
14199,22,88.37,13.58,0.38,182.17
2706,31,81.28,14.76,0.02,182.17
3050,27,86.03,13.95,0.09,182.18
4642,40,82.17,14.6,-0.16,182.18
7323,46,84.12,14.27,-0.22,182.18
11047,47,86.58,13.86,-0.25,182.18
7234,44,86.32,13.9,0.4,182.18
5466,22,85.08,14.1,-0.14,182.18
3662,30,83.25,14.41,-0.14,182.2
6262,29,86.05,13.95,0.07,182.2
7164,40,82.67,14.52,-0.44,182.2
8706,43,84.52,14.2,-0.27,182.2
5122,39,87.07,13.78,0.27,182.2
11384,58,86.62,13.85,-0.3,182.22
1861,46,86.35,13.9,0.37,182.22
2890,43,80.23,14.96,-1.07,182.22
7283,38,82.13,14.61,0.44,182.23
941,37,81.48,14.73,-1.05,182.23
7113,36,85.42,14.05,-0.07,182.23
7260,27,84.02,14.28,-0.06,182.23
5936,41,83.78,14.32,0.53,182.25
8589,46,85.82,13.98,-0.02,182.27
4021,34,83.68,14.34,-0.14,182.27
6777,49,84.8,14.15,-0.19,182.27
5100,33,82.6,14.53,-1.4,182.27
12733,26,83.1,14.44,0.17,182.28
5030,41,84.2,14.25,-0.48,182.28
8458,58,83.17,14.43,-0.8,182.3
4434,35,83.75,14.33,0.11,182.3
2310,30,81.55,14.71,-0.51,182.3
6576,36,84.77,14.16,-0.31,182.3
3935,44,78.25,15.34,0.19,182.3
3284,34,85.22,14.08,-0.23,182.32
8632,47,83.98,14.29,-0.33,182.32
2984,34,79.18,15.16,-0.28,182.33
6970,40,84.25,14.24,-1.96,182.33
9605,33,85.27,14.07,0.03,182.33
9334,42,84.08,14.27,-0.14,182.35
6624,31,85.03,14.11,-0.4,182.35
31712,38,84.73,14.16,-0.34,182.37
7331,48,85.52,14.03,-0.27,182.37
6921,43,85.07,14.11,-0.4,182.38
9386,51,85.15,14.09,0.06,182.4
6724,42,84.67,14.17,-0.6,182.4
8975,48,83.55,14.36,-0.29,182.42
9683,49,84.72,14.16,-0.09,182.42
2914,32,87.08,13.78,0.11,182.42
9229,28,85.27,14.07,-0.55,182.42
6277,30,85.62,14.02,-0.3,182.43
6898,46,83.77,14.32,-0.28,182.43
6140,45,83.82,14.32,-0.14,182.45
5292,34,83.67,14.34,-0.61,182.45
5501,37,80.67,14.88,-0.55,182.47
11235,25,86.28,13.91,0.19,182.47
4624,30,82.88,14.48,-0.06,182.47
9345,45,85.12,14.1,0.05,182.48
3441,29,85.17,14.09,-0.39,182.48
2557,28,81.85,14.66,-0.52,182.48
6220,32,83.27,14.41,-0.21,182.48
8701,41,82.75,14.5,-0.66,182.48
8158,46,85.27,14.07,-0.29,182.5
11762,44,85.63,14.01,0.51,182.5
1063,26,88.45,13.57,0.14,182.5
5342,23,84.35,14.23,0.01,182.5
7238,42,87.98,13.64,0.63,182.5
12610,60,84.72,14.16,0.38,182.5
3383,31,81.58,14.71,-0.09,182.5
10620,51,85.02,14.11,-0.53,182.5
3409,39,86.0,13.95,-0.19,182.5
4055,32,83.12,14.44,-0.27,182.52
12202,48,86.12,13.93,0.2,182.52
12896,45,85.43,14.05,0.07,182.52
7636,51,85.85,13.98,-0.48,182.53
8515,46,85.87,13.97,-0.16,182.55
6009,30,82.88,14.48,-0.42,182.55
6259,38,84.85,14.14,0.1,182.55
940,24,82.82,14.49,-0.8,182.55
6397,39,83.9,14.3,-0.6,182.58
4950,25,85.22,14.08,0.02,182.58
4730,20,82.07,14.62,-0.13,182.6
29480,36,84.72,14.16,-0.09,182.6
9550,54,86.13,13.93,-0.58,182.6
4511,33,81.52,14.72,-0.92,182.62
2188,44,86.38,13.89,-1.98,182.62
10244,40,85.82,13.98,0.26,182.62
3262,27,78.23,15.34,-0.04,182.62
5435,24,83.85,14.31,-0.09,182.62
5694,39,83.6,14.35,-0.51,182.62
11623,51,86.37,13.89,0.39,182.63
11723,54,84.5,14.2,-0.15,182.63
6001,40,84.58,14.19,-0.45,182.63
9854,42,84.95,14.13,-0.3,182.65
8767,49,81.63,14.7,0.01,182.65
2709,25,81.87,14.66,-0.22,182.65
4856,39,84.42,14.21,-0.54,182.67
6719,39,85.03,14.11,-0.4,182.67
5089,38,86.45,13.88,0.13,182.67
9501,43,83.02,14.45,-0.75,182.67
8308,39,84.78,14.15,-0.24,182.67
3009,33,82.43,14.56,0.82,182.67
8284,43,80.82,14.85,-0.31,182.68
6249,40,79.58,15.08,-0.9,182.68
7354,39,83.92,14.3,-0.3,182.68
7000,41,87.15,13.77,0.13,182.7
4662,35,86.1,13.94,-0.16,182.7
6121,32,86.65,13.85,-0.33,182.7
7177,41,82.83,14.49,-0.23,182.7
31441,39,86.27,13.91,0.2,182.72
4880,31,83.1,14.44,-0.6,182.72
6359,51,85.32,14.06,-0.38,182.72
8266,40,83.8,14.32,-0.21,182.73
4839,51,85.02,14.11,0.05,182.73
5726,40,84.92,14.13,-0.41,182.73
8279,43,84.17,14.26,-0.25,182.73
8784,41,84.23,14.25,-0.43,182.73
10695,34,86.17,13.93,0.03,182.75
6013,43,83.08,14.44,-0.05,182.75
3065,37,81.38,14.75,0.07,182.75
5213,30,87.0,13.79,-0.49,182.75
2761,46,79.02,15.19,-1.07,182.75
11450,45,86.18,13.92,0.33,182.75
4388,40,85.48,14.04,-0.06,182.77
4086,31,85.15,14.09,0.11,182.77
6592,29,86.33,13.9,-0.38,182.77
5489,47,86.37,13.89,0.08,182.78
12183,20,86.37,13.89,0.39,182.8
8023,54,84.55,14.19,0.09,182.8
5455,51,83.87,14.31,-0.05,182.8
5510,35,85.43,14.05,0.32,182.8
6697,20,81.67,14.69,0.04,182.82
8275,41,84.92,14.13,0.09,182.83
10859,47,83.37,14.39,0.07,182.83
7279,38,84.75,14.16,-0.76,182.83
4859,24,83.38,14.39,-0.25,182.83
5126,32,84.65,14.18,0.26,182.83
6335,48,85.87,13.97,-0.13,182.83
8028,36,86.12,13.93,-0.4,182.83
8401,50,85.68,14.01,-0.44,182.83
4837,49,83.25,14.41,-0.59,182.83
6030,35,83.77,14.32,-0.55,182.85
8931,30,86.7,13.84,-0.07,182.85
6221,27,83.83,14.31,-0.12,182.85
5863,40,84.73,14.16,-0.18,182.85
5943,31,86.85,13.82,0.13,182.85
8571,35,83.95,14.29,-0.54,182.87
13769,47,85.95,13.96,0.34,182.87
4014,62,79.83,15.03,-0.24,182.87
6094,30,81.47,14.73,0.03,182.87
6962,30,85.07,14.11,0.47,182.88
10206,51,89.27,13.44,0.25,182.88
1464,52,79.73,15.05,-0.78,182.88
2980,32,84.25,14.24,-0.3,182.88
8887,41,85.03,14.11,-0.51,182.9
4403,40,83.55,14.36,-0.18,182.9
9089,30,85.9,13.97,-0.15,182.9
5063,30,82.63,14.52,0.13,182.9
8211,24,85.05,14.11,0.1,182.92
2329,41,84.63,14.18,-0.16,182.92
4315,50,84.83,14.15,0.04,182.92
8099,42,82.63,14.52,-0.89,182.92
6283,42,84.02,14.28,-0.37,182.93
3891,45,84.08,14.27,-0.22,182.93
2809,43,82.17,14.6,-0.5,182.93
9608,42,83.28,14.41,0.19,182.93
8825,40,85.78,13.99,0.15,182.95
4942,47,85.28,14.07,0.41,182.95
2725,50,83.88,14.31,-0.33,182.97
7390,52,87.02,13.79,0.13,182.97
4218,25,82.95,14.47,-0.02,182.98
3870,30,85.1,14.1,-0.09,182.98
5715,50,84.3,14.23,-0.4,182.98
8496,47,80.98,14.82,-0.17,183.0
5071,34,84.4,14.22,-0.51,183.0
6498,35,80.75,14.86,-0.6,183.0
5365,29,86.03,13.95,0.28,183.0
4162,33,84.9,14.13,0.15,183.0
17703,34,87.5,13.71,0.08,183.0
8005,42,85.5,14.04,-0.4,183.02
8243,38,83.82,14.32,-0.29,183.02
3325,29,82.7,14.51,-0.72,183.02
6930,43,85.72,14.0,-0.22,183.02
9381,40,84.97,14.12,-0.39,183.02
9008,44,86.02,13.95,-0.13,183.03
2825,42,84.43,14.21,-0.54,183.05
10128,31,86.03,13.95,0.17,183.07
3925,35,87.02,13.79,0.13,183.07
9438,58,86.07,13.94,0.2,183.07
11783,25,85.4,14.05,-0.03,183.08
4870,45,83.6,14.35,0.19,183.08
4755,41,81.87,14.66,-0.38,183.08
6018,31,83.62,14.35,-0.34,183.1
5864,41,84.57,14.19,0.08,183.1
5887,43,85.5,14.04,0.01,183.1
5408,38,83.58,14.36,-0.69,183.12
8412,38,83.92,14.3,-0.3,183.12
7179,38,84.87,14.14,0.15,183.12
4080,44,85.28,14.07,-0.59,183.12
6318,41,86.35,13.9,0.41,183.12
11755,28,87.45,13.72,0.14,183.13
9984,45,87.75,13.68,0.13,183.13
6327,32,84.37,14.22,-0.12,183.15
8165,42,84.78,14.15,-0.24,183.15
5336,39,83.63,14.35,0.08,183.15
3943,42,84.9,14.13,-0.62,183.17
2452,27,82.75,14.5,-0.13,183.17
6267,48,84.83,14.15,-0.27,183.17
3494,40,84.5,14.2,-0.2,183.17
5211,38,83.63,14.35,0.36,183.18
3057,49,83.98,14.29,-1.06,183.18
4044,25,79.65,15.07,0.02,183.18
9265,36,84.77,14.16,-0.17,183.18
7454,54,84.85,14.14,-0.33,183.18
9268,48,85.87,13.97,0.1,183.18
4458,28,84.6,14.18,0.11,183.18
11766,52,82.45,14.55,-0.76,183.18
8550,43,85.2,14.08,-0.05,183.2
3346,32,85.67,14.01,-0.13,183.2
10888,32,87.77,13.67,0.19,183.2
9018,42,85.0,14.12,-0.36,183.22
7330,46,83.77,14.32,-0.41,183.22
7159,45,84.58,14.19,-0.18,183.22
9418,45,86.18,13.92,-0.1,183.22
7082,36,85.82,13.98,-0.18,183.22
6187,42,84.58,14.19,-0.13,183.22
6847,46,84.52,14.2,-0.11,183.22
8681,38,84.08,14.27,-0.22,183.23
8278,29,83.18,14.43,-1.15,183.25
3017,40,84.38,14.22,-0.81,183.25
8646,32,83.72,14.33,-0.73,183.25
9120,30,86.43,13.88,0.3,183.25
6131,50,84.82,14.15,-0.84,183.25
3756,51,89.03,13.48,-0.14,183.25
29144,29,85.83,13.98,0.09,183.25
1005,35,87.92,13.65,0.27,183.27
2512,37,85.2,14.08,0.08,183.27
7359,33,80.62,14.88,-0.16,183.27
2642,38,87.4,13.73,-0.43,183.27
9423,27,84.73,14.16,0.74,183.28
1969,38,83.8,14.32,0.0,183.28
5772,30,85.12,14.1,-0.02,183.28
1848,41,77.9,15.4,-0.44,183.3
6816,41,85.48,14.04,-0.33,183.3
4241,35,80.15,14.97,-0.27,183.3
6445,57,85.57,14.02,-0.62,183.3
6846,38,86.7,13.84,-0.12,183.32
9393,45,84.63,14.18,-0.19,183.33
5311,34,84.48,14.2,0.22,183.33
1550,27,86.28,13.91,0.65,183.33
8123,39,85.93,13.96,-0.04,183.33
6572,33,85.62,14.02,0.13,183.33
3672,40,84.9,14.13,-2.27,183.35
8422,37,86.12,13.93,0.05,183.35
4773,42,84.97,14.12,-1.03,183.35
6192,34,83.03,14.45,-0.31,183.35
8448,31,84.6,14.18,-0.19,183.35
4610,36,86.37,13.89,0.07,183.35
11292,53,84.9,14.13,-0.32,183.35
3534,43,84.07,14.27,0.36,183.37
6080,37,85.47,14.04,-0.08,183.37
8015,41,85.63,14.01,0.15,183.37
9635,44,85.07,14.11,-0.19,183.37
9793,31,86.9,13.81,-0.04,183.38
10176,51,89.67,13.38,0.12,183.38
10448,48,87.55,13.71,0.33,183.38
10610,23,82.47,14.55,-1.51,183.4
4179,40,81.55,14.71,-0.13,183.4
2819,31,85.13,14.1,-0.23,183.4
8223,30,86.05,13.95,-1.03,183.42
6968,49,84.68,14.17,-0.28,183.42
6312,54,84.75,14.16,-0.29,183.42
4409,34,87.02,13.79,-0.3,183.43
7301,27,86.25,13.91,-0.01,183.45
6625,46,84.68,14.17,0.38,183.47
5161,42,83.28,14.41,-0.3,183.47
6012,49,84.28,14.24,-0.02,183.47
9745,49,85.55,14.03,-0.18,183.47
6510,39,83.92,14.3,-0.46,183.47
5948,47,86.32,13.9,-0.09,183.48
3012,36,84.65,14.18,-0.42,183.5
6674,47,81.85,14.66,-0.11,183.5
8621,45,86.95,13.8,-0.13,183.5
8900,50,84.28,14.24,-0.14,183.5
6398,36,85.33,14.06,0.27,183.52
6051,45,86.07,13.94,-0.28,183.52
6331,40,85.1,14.1,-0.07,183.52
5731,35,85.6,14.02,0.11,183.53
6204,40,83.85,14.31,-0.19,183.55
4186,42,82.4,14.56,-0.65,183.55
8558,41,83.92,14.3,-0.33,183.55
4410,31,88.65,13.54,0.27,183.55
8002,41,85.55,14.03,-0.18,183.55
5569,38,85.9,13.97,0.46,183.57
8335,44,84.47,14.21,-0.27,183.57
6464,34,84.55,14.19,-0.57,183.57
6077,38,84.7,14.17,-0.43,183.57
10239,44,84.52,14.2,0.02,183.57
10596,28,86.07,13.94,0.31,183.57
5805,51,84.05,14.28,-0.19,183.57
8177,38,86.77,13.83,-0.09,183.58
3108,46,83.65,14.35,-0.89,183.58
6079,39,88.13,13.62,-0.15,183.58
1904,42,83.33,14.4,-0.12,183.58
3064,42,81.85,14.66,-0.52,183.58
10881,47,85.33,14.06,0.13,183.58
15275,27,90.73,13.23,0.4,183.6
9298,36,86.07,13.94,-0.24,183.62
8402,44,85.2,14.08,0.0,183.62
2436,53,85.75,13.99,-0.22,183.62
7484,41,84.8,14.15,-0.83,183.62
7304,42,81.85,14.66,-0.27,183.62
1606,29,80.02,15.0,-1.47,183.62
9964,42,87.43,13.73,0.15,183.62
10981,52,85.47,14.04,0.03,183.63
6507,40,84.63,14.18,-0.22,183.63
6385,41,87.47,13.72,0.33,183.63
6191,36,84.05,14.28,-0.42,183.63
9585,52,86.68,13.84,-0.05,183.65
8661,48,81.53,14.72,-0.76,183.65
14543,32,86.02,13.95,0.4,183.65
11138,46,86.85,13.82,0.22,183.65
6441,30,83.55,14.36,-0.5,183.68
5417,53,84.92,14.13,-0.35,183.68
9074,41,81.73,14.68,-0.78,183.68
5166,37,85.15,14.09,0.09,183.68
9661,25,87.43,13.73,0.55,183.68
2546,27,86.3,13.9,-0.15,183.7
4559,37,85.27,14.07,-0.32,183.7
5142,46,82.87,14.48,0.04,183.7
6348,51,85.38,14.05,-0.01,183.7
1459,44,87.18,13.76,-0.05,183.7
10148,48,83.75,14.33,-0.1,183.7
6116,37,84.65,14.18,-1.05,183.7
8816,42,87.25,13.75,0.1,183.72
2521,43,82.28,14.58,-0.88,183.73
8919,44,87.1,13.78,-0.08,183.73
2554,35,81.92,14.65,-0.23,183.73
9172,41,86.83,13.82,-0.14,183.73
6360,41,84.25,14.24,-0.3,183.73
5255,37,80.98,14.82,-0.27,183.73
8047,50,84.03,14.28,-1.07,183.75
6183,44,84.15,14.26,-0.73,183.75
5645,42,86.82,13.82,-0.13,183.75
5876,39,86.25,13.91,-0.24,183.77
8389,36,86.25,13.91,-0.24,183.77
6459,38,80.53,14.9,-0.61,183.78
9033,46,85.05,14.11,-0.22,183.78
8943,48,84.22,14.25,-0.42,183.8
9566,50,85.35,14.06,-0.3,183.82
5391,45,84.62,14.18,-0.15,183.82
5061,37,84.05,14.28,-0.61,183.82
6202,41,82.28,14.58,-0.7,183.83
8565,37,84.95,14.13,-0.26,183.83
4507,41,83.37,14.39,-0.24,183.83
8826,44,85.57,14.02,0.0,183.85
8408,41,85.38,14.05,0.3,183.85
6641,45,83.77,14.32,-0.73,183.87
5115,59,85.25,14.08,0.14,183.87
2055,35,85.58,14.02,-0.02,183.88
8164,43,85.17,14.09,0.08,183.88
6844,44,86.57,13.86,0.37,183.88
15425,29,85.85,13.98,-0.01,183.88
3478,40,84.62,14.18,-0.53,183.88
5814,34,83.13,14.44,-0.51,183.88
7160,41,85.97,13.96,-0.04,183.9
3238,26,83.67,14.34,-0.2,183.9
10345,48,88.27,13.59,0.48,183.9
13882,52,85.63,14.01,0.07,183.9
8057,55,84.78,14.15,0.07,183.92
8638,43,83.5,14.37,-0.68,183.92
9449,27,85.27,14.07,-0.44,183.93
2178,34,82.85,14.48,0.47,183.93
4034,40,84.82,14.15,0.34,183.95
3931,43,82.53,14.54,-1.13,183.95
5635,39,87.37,13.73,-0.04,183.97
4767,27,84.3,14.23,-0.17,183.98
9940,40,88.15,13.61,0.54,183.98
5765,60,84.2,14.25,-0.29,183.98
5821,43,83.35,14.4,-0.21,184.0
6842,48,85.73,14.0,-0.35,184.0
5822,40,85.18,14.09,-0.16,184.02
6239,58,87.43,13.73,-0.14,184.02
6378,38,86.23,13.92,-0.3,184.02
7051,35,87.7,13.68,-0.37,184.02
6988,29,85.05,14.11,-0.14,184.02
6092,39,85.72,14.0,-0.58,184.02
11518,44,85.18,14.09,-0.18,184.02
8889,44,85.85,13.98,-0.1,184.03
8616,43,83.87,14.31,-0.67,184.03
4113,39,86.18,13.92,-0.13,184.05
10259,48,85.98,13.96,-0.33,184.05
10824,46,88.13,13.62,0.46,184.07
2255,42,82.0,14.63,-0.46,184.07
5144,40,85.13,14.1,-0.42,184.07
3728,45,84.78,14.15,-0.48,184.08
5544,47,83.3,14.41,0.28,184.1
4667,36,85.65,14.01,0.1,184.1
18378,60,86.55,13.86,0.47,184.12
6301,43,85.05,14.11,-0.09,184.12
9621,43,86.68,13.84,-0.28,184.12
6803,53,86.25,13.91,-0.49,184.12
11097,28,86.35,13.9,0.21,184.12
8759,43,82.82,14.49,-0.91,184.13
3884,37,85.32,14.06,0.13,184.13
8193,49,84.7,14.17,-0.28,184.13
6481,35,86.32,13.9,-0.76,184.13
6637,31,82.75,14.5,-0.13,184.13
10118,42,86.75,13.83,-0.79,184.13
3593,29,81.9,14.65,-0.66,184.17
6852,43,85.38,14.05,0.73,184.18
7198,34,86.1,13.94,-0.12,184.18
6038,44,84.9,14.13,0.62,184.18
10864,31,87.43,13.73,0.07,184.18
6177,38,86.5,13.87,-0.38,184.18
5913,41,82.37,14.57,-0.13,184.18
10236,28,83.1,14.44,-1.76,184.18
8493,37,84.88,14.14,-0.64,184.2
8073,43,83.15,14.43,-0.34,184.2
8060,39,78.32,15.32,-1.77,184.22
7001,40,83.22,14.42,-0.39,184.22
3048,41,82.98,14.46,-0.02,184.23
7240,37,85.1,14.1,-0.35,184.23
5260,53,86.5,13.87,-0.5,184.23
4306,39,86.27,13.91,-0.34,184.23
3509,39,83.92,14.3,-1.41,184.23
4200,51,82.58,14.53,-0.54,184.25
5222,27,85.28,14.07,-0.28,184.25
11401,21,86.83,13.82,-0.23,184.27
8964,33,83.77,14.32,-0.41,184.27
8362,39,82.35,14.57,-0.62,184.27
10419,38,87.12,13.77,0.75,184.27
3032,27,87.5,13.71,-0.07,184.28
10526,30,86.65,13.85,-0.26,184.28
2035,47,86.1,13.94,0.19,184.28
6981,43,85.13,14.1,-0.9,184.28
4282,42,87.95,13.64,0.56,184.28
10229,50,88.18,13.61,0.07,184.28
8710,42,83.55,14.36,-0.66,184.3
3655,40,84.68,14.17,-0.36,184.3
9203,41,86.2,13.92,0.11,184.3
9810,30,88.92,13.5,-0.61,184.3
8851,38,85.75,13.99,-0.13,184.3
5268,45,85.12,14.1,0.36,184.3
9133,43,84.28,14.24,0.3,184.3
7120,49,84.25,14.24,-0.58,184.3
2975,31,78.45,15.3,-0.32,184.3
7321,35,83.3,14.41,0.07,184.3
4763,38,85.78,13.99,-0.21,184.32
4369,36,87.47,13.72,0.41,184.32
6606,33,85.88,13.97,0.02,184.32
5586,34,84.8,14.15,-0.58,184.33
9269,41,90.18,13.31,0.91,184.33
7075,42,86.35,13.9,-0.45,184.33
5330,45,86.47,13.88,-0.47,184.33
6144,37,83.62,14.35,-0.77,184.33
6716,47,86.07,13.94,-0.08,184.33
8772,51,85.23,14.08,-0.85,184.33
8498,44,83.4,14.39,-0.88,184.35
30230,20,82.7,14.51,-0.25,184.35
2536,50,82.6,14.53,-1.13,184.35
8796,26,86.53,13.87,0.0,184.35
9396,43,87.35,13.74,0.09,184.35
7352,37,85.42,14.05,-0.23,184.37
8358,44,86.6,13.86,-0.35,184.37
5217,27,86.92,13.81,-0.06,184.37
1570,38,85.85,13.98,-0.71,184.37
10921,42,85.62,14.02,0.18,184.37
9597,28,87.03,13.79,-0.57,184.38
10969,50,87.27,13.75,0.26,184.4
3443,50,84.15,14.26,-0.73,184.4
9220,44,86.12,13.93,0.02,184.4
1202,30,72.73,16.5,-1.61,184.4
6354,36,86.48,13.88,0.25,184.42
7153,36,86.83,13.82,0.01,184.42
13045,48,90.13,13.31,0.7,184.42
7094,36,86.83,13.82,-0.0,184.42
5737,30,85.38,14.05,-1.1,184.43
6196,50,85.37,14.06,-0.23,184.43
5241,30,84.23,14.25,-0.56,184.43
9439,52,86.4,13.89,-0.19,184.45
3181,50,83.5,14.37,-0.33,184.45
5023,31,84.15,14.26,-0.02,184.47
8138,42,86.93,13.8,-0.33,184.47
5029,43,86.35,13.9,-0.13,184.47
8056,42,86.12,13.93,0.33,184.48
4329,27,87.23,13.76,-0.16,184.48
6081,36,86.58,13.86,-0.21,184.48
9726,43,86.03,13.95,-0.55,184.5
8502,39,82.98,14.46,-0.67,184.52
9062,32,87.38,13.73,-0.02,184.52
5121,43,85.17,14.09,-0.39,184.53
2701,47,86.82,13.82,0.31,184.53
6821,38,86.48,13.88,-0.17,184.53
5009,39,83.83,14.31,-0.31,184.53
8731,31,85.88,13.97,-0.05,184.55
6618,36,84.65,14.18,-0.22,184.55
1591,35,83.95,14.29,-0.85,184.55
12083,23,89.02,13.48,0.02,184.55
3798,40,83.53,14.37,-0.44,184.57
