bib,age,20k_minutes,avg_pace_to_20k,perc_decay_15k_to_20k,finish_minutes
31284,52,107.37,11.18,0.0,226.17
15169,53,101.97,11.77,-0.73,226.18
20083,40,105.13,11.41,-0.72,226.18
21253,60,102.57,11.7,0.42,226.18
22297,46,106.23,11.3,-0.22,226.18
22545,45,104.68,11.46,-0.37,226.18
5319,40,104.9,11.44,0.35,226.18
18117,30,103.32,11.61,0.05,226.18
18648,70,100.6,11.93,-1.09,226.2
19197,44,99.38,12.07,-0.76,226.2
21538,46,107.12,11.2,-0.17,226.2
19942,41,105.53,11.37,-0.5,226.2
18291,58,101.3,11.85,0.03,226.2
26310,30,104.23,11.51,-0.41,226.2
17590,38,104.95,11.43,0.33,226.2
10461,50,100.67,11.92,-0.16,226.22
21287,52,106.98,11.22,0.52,226.22
17855,43,101.02,11.88,-0.72,226.22
12007,40,107.35,11.18,0.7,226.22
22141,50,104.48,11.49,-0.24,226.22
21356,47,106.28,11.29,0.01,226.23
15750,58,103.02,11.65,-1.34,226.23
20258,40,100.23,11.97,-0.36,226.23
21605,54,103.67,11.58,-0.71,226.23
18716,48,103.02,11.65,-1.18,226.23
20012,40,107.0,11.21,0.27,226.23
19875,50,106.27,11.29,-1.35,226.23
19503,56,103.4,11.61,-1.38,226.23
29443,55,103.87,11.55,-0.62,226.25
21182,49,105.87,11.33,0.09,226.25
26465,25,103.92,11.55,0.4,226.25
18554,59,103.38,11.61,0.43,226.25
14195,49,102.4,11.72,-0.78,226.27
18109,38,99.9,12.01,-0.87,226.27
19780,49,102.77,11.68,-0.79,226.27
14897,26,96.82,12.39,-2.06,226.27
20537,61,102.12,11.75,-0.09,226.27
12838,48,104.27,11.51,-0.2,226.27
21639,54,107.68,11.14,-0.32,226.27
20586,46,108.53,11.06,1.02,226.28
19957,43,108.77,11.03,-1.69,226.28
10299,54,87.88,13.65,-0.74,226.3
18649,45,103.9,11.55,-0.96,226.3
20409,61,104.18,11.52,-0.02,226.3
22628,52,103.32,11.61,-0.34,226.32
18865,57,99.93,12.01,-1.36,226.33
20800,57,108.52,11.06,0.29,226.33
14251,53,100.27,11.97,-2.7,226.33
16980,48,96.08,12.49,-2.58,226.35
16310,29,102.85,11.67,0.66,226.35
22125,49,103.52,11.59,-0.37,226.35
16220,37,100.28,11.97,-0.78,226.35
18351,63,104.05,11.53,0.94,226.35
27238,25,102.97,11.65,0.06,226.35
21119,45,99.68,12.04,-0.95,226.35
17646,57,100.25,11.97,-0.74,226.35
19934,45,104.38,11.5,-0.39,226.37
13292,59,100.27,11.97,-0.73,226.37
20245,46,106.7,11.25,0.37,226.37
15616,40,103.0,11.65,-1.13,226.37
19486,61,105.58,11.37,-0.01,226.37
22053,48,106.32,11.29,0.05,226.38
23107,55,105.93,11.33,0.13,226.38
14674,24,93.23,12.87,-1.63,226.38
21800,52,101.3,11.85,-1.06,226.4
19512,49,103.65,11.58,0.04,226.4
31456,55,103.33,11.61,0.78,226.4
22818,51,105.82,11.34,-0.27,226.4
20602,47,99.3,12.08,-1.81,226.42
20842,63,105.43,11.38,-0.38,226.42
20233,64,104.22,11.51,-0.08,226.43
16783,40,105.17,11.41,-0.52,226.43
9548,50,91.78,13.07,-2.49,226.43
14145,55,101.18,11.86,-0.34,226.45
21806,49,104.0,11.54,-0.45,226.45
17591,36,107.83,11.13,0.1,226.47
21394,46,106.17,11.3,0.09,226.47
4474,35,106.03,11.32,-0.66,226.5
22330,45,101.0,11.88,-0.2,226.5
8219,43,91.33,13.14,-1.68,226.5
10769,53,102.8,11.67,-0.04,226.52
21214,45,105.22,11.4,-0.37,226.52
21695,48,105.6,11.36,-0.34,226.52
22899,56,107.97,11.11,-0.07,226.52
23068,52,104.57,11.48,-0.26,226.52
31845,37,103.73,11.57,0.56,226.53
10912,46,104.9,11.44,-0.29,226.53
3810,19,89.73,13.37,0.42,226.53
20884,62,101.27,11.85,-0.99,226.53
31919,41,104.08,11.53,-0.17,226.55
15787,61,107.0,11.21,0.46,226.55
14333,58,96.67,12.41,-0.67,226.55
22713,52,105.25,11.4,-0.85,226.58
14250,55,102.65,11.69,-0.2,226.58
14236,28,106.28,11.29,-0.2,226.58
31614,55,101.18,11.86,-0.42,226.6
23212,51,106.28,11.29,-0.79,226.6
17410,21,95.67,12.54,-0.6,226.62
11819,45,99.97,12.0,-1.41,226.62
31371,36,102.97,11.65,0.29,226.62
19269,60,104.32,11.5,-0.33,226.62
17117,41,106.7,11.25,-0.47,226.62
19113,43,101.57,11.81,-0.73,226.63
20620,50,101.68,11.8,-0.47,226.63
15780,49,108.88,11.02,-0.89,226.63
22845,54,105.38,11.39,-0.27,226.63
17310,58,105.25,11.4,-0.52,226.65
31691,51,98.82,12.14,0.11,226.65
22477,67,107.4,11.17,-0.78,226.65
25610,25,109.3,10.98,0.42,226.65
25654,24,107.93,11.12,0.99,226.65
12596,33,98.02,12.24,-0.5,226.67
17276,24,104.1,11.53,-0.93,226.67
14609,53,100.95,11.89,0.02,226.67
13183,53,100.07,11.99,-1.98,226.67
18700,60,106.38,11.28,0.08,226.67
24913,33,102.47,11.71,-0.37,226.67
20627,61,105.37,11.39,0.05,226.67
13889,25,97.15,12.35,-1.94,226.68
23668,55,106.08,11.31,-0.7,226.68
18653,42,101.12,11.87,-1.41,226.68
27980,31,106.8,11.24,-0.25,226.68
21015,61,106.98,11.22,0.79,226.68
17603,42,102.48,11.71,-0.73,226.7
27093,47,100.08,11.99,-0.31,226.7
22542,45,102.35,11.72,-0.04,226.72
22515,62,103.85,11.56,-0.37,226.72
21436,62,101.37,11.84,-1.44,226.72
26813,32,103.05,11.64,-0.14,226.72
18783,48,107.02,11.21,-0.31,226.75
22174,61,106.33,11.29,-0.46,226.77
21504,68,103.27,11.62,-0.67,226.77
16304,34,98.42,12.19,-0.87,226.77
32165,48,100.32,11.96,0.45,226.77
19281,37,105.5,11.37,-0.41,226.77
31488,40,106.98,11.22,0.92,226.77
10705,34,97.15,12.35,-0.74,226.78
16231,31,96.77,12.4,-1.03,226.78
18803,39,102.72,11.68,-0.57,226.78
22919,54,104.4,11.49,-0.34,226.8
31828,27,99.8,12.02,-0.37,226.82
26184,28,103.92,11.55,-0.5,226.82
19706,43,107.85,11.13,-0.26,226.83
11210,49,96.08,12.49,-1.19,226.83
30287,40,106.53,11.26,0.28,226.83
30324,38,106.53,11.26,0.29,226.83
18548,59,107.35,11.18,0.58,226.83
21577,61,103.92,11.55,-0.33,226.85
22530,49,105.42,11.38,-0.12,226.85
19631,48,104.95,11.43,-0.42,226.85
13763,31,99.92,12.01,-1.39,226.85
23036,72,106.07,11.31,-0.32,226.85
20332,50,102.63,11.69,-0.7,226.85
16884,41,105.2,11.41,-0.53,226.87
20135,47,109.08,11.0,-0.26,226.87
22602,60,103.17,11.63,-1.11,226.87
23700,58,108.6,11.05,0.0,226.87
6605,39,98.92,12.13,-0.53,226.9
13557,47,99.43,12.07,-0.81,226.9
25052,26,111.02,10.81,1.09,226.9
8747,35,97.13,12.35,-0.61,226.9
23711,61,104.88,11.44,-0.8,226.9
20956,61,103.88,11.55,-0.91,226.9
30275,23,107.38,11.18,0.48,226.92
22294,45,107.47,11.17,0.18,226.92
20226,43,105.62,11.36,0.83,226.92
20737,42,105.0,11.43,0.17,226.92
21843,61,104.17,11.52,-0.78,226.92
25807,28,109.73,10.94,1.49,226.92
16035,55,97.17,12.35,-1.09,226.93
20886,62,108.45,11.07,-1.31,226.93
30922,37,104.52,11.48,-0.08,226.95
26048,23,104.53,11.48,0.96,226.95
25628,25,105.05,11.42,0.31,226.97
6531,29,88.22,13.6,-1.56,226.97
19133,46,103.73,11.57,-0.19,226.97
19447,39,105.1,11.42,0.2,226.97
21000,61,106.2,11.3,-0.16,226.98
10445,45,103.72,11.57,-0.18,226.98
15229,23,96.75,12.4,-2.11,226.98
15795,55,103.93,11.55,-0.66,226.98
30478,28,99.75,12.03,-0.28,226.98
30103,29,101.9,11.78,-0.88,226.98
30480,34,98.77,12.15,-1.14,226.98
18274,37,103.5,11.59,-0.93,227.0
19136,42,101.0,11.88,-0.63,227.0
14308,36,105.45,11.38,-0.52,227.02
21037,51,105.83,11.34,-0.12,227.02
23057,55,100.05,11.99,-1.62,227.02
18132,59,106.83,11.23,-0.32,227.02
21564,46,105.45,11.38,-0.52,227.02
20276,70,107.63,11.15,0.24,227.02
15536,28,94.28,12.73,-0.62,227.02
22214,63,106.33,11.29,0.13,227.03
16375,56,103.4,11.61,-1.13,227.03
15227,40,105.55,11.37,-0.42,227.03
21646,63,106.32,11.29,0.48,227.03
22362,55,108.33,11.08,-0.28,227.07
18040,34,107.18,11.2,-0.29,227.07
22490,53,106.62,11.25,-0.46,227.07
19626,52,102.53,11.7,-0.49,227.08
18006,52,106.18,11.3,-0.76,227.08
16927,25,103.68,11.57,1.4,227.08
18536,37,104.7,11.46,-2.62,227.1
18185,41,103.17,11.63,-0.16,227.1
22465,53,106.72,11.24,-0.34,227.1
26086,30,103.05,11.64,0.7,227.1
19638,56,107.18,11.2,-0.21,227.12
15718,65,100.33,11.96,-0.17,227.12
16874,43,105.17,11.41,-1.52,227.12
15220,35,107.98,11.11,-1.03,227.12
22077,51,110.62,10.85,1.83,227.13
20022,48,103.23,11.62,-0.89,227.13
32096,46,107.32,11.18,0.2,227.13
20834,49,105.52,11.37,-0.27,227.13
12070,52,105.9,11.33,1.08,227.15
20029,49,104.35,11.5,0.27,227.15
9846,43,108.55,11.05,0.45,227.15
15721,45,101.2,11.86,-1.12,227.17
14085,60,101.0,11.88,-2.01,227.17
18329,45,105.13,11.41,-0.1,227.17
21333,47,105.78,11.34,0.18,227.17
20650,46,103.05,11.64,-0.73,227.17
14105,50,96.25,12.47,-0.29,227.17
22474,49,107.68,11.14,0.09,227.17
24947,59,105.02,11.43,-0.59,227.17
23071,50,107.93,11.12,-0.31,227.17
23014,60,107.62,11.15,0.08,227.17
22523,52,108.9,11.02,-0.28,227.18
21205,63,105.07,11.42,-0.13,227.18
18210,27,105.83,11.34,-0.44,227.18
21027,46,106.55,11.26,-0.02,227.18
22106,48,103.43,11.6,-1.28,227.2
18070,47,107.77,11.13,-0.12,227.2
19055,44,104.7,11.46,0.03,227.2
15301,59,99.52,12.06,-0.63,227.2
14200,53,103.32,11.61,-0.99,227.2
31561,44,107.98,11.11,0.36,227.2
16006,65,103.82,11.56,-1.05,227.2
29437,18,104.77,11.45,0.0,227.2
21430,51,103.42,11.6,0.05,227.22
22888,65,107.13,11.2,-1.05,227.22
21915,62,104.4,11.49,0.51,227.22
23232,51,108.17,11.09,0.31,227.22
21594,63,106.72,11.24,-1.86,227.23
30360,30,106.57,11.26,0.69,227.23
15759,45,108.17,11.09,-0.37,227.23
22417,49,106.37,11.28,-0.16,227.23
21354,62,105.4,11.39,-0.23,227.25
20845,45,106.12,11.31,-0.62,227.25
26936,23,101.6,11.81,-1.54,227.27
19015,36,102.75,11.68,-0.25,227.27
13683,54,99.53,12.06,-1.71,227.27
15744,68,102.0,11.76,-0.78,227.27
18270,48,107.23,11.19,-0.18,227.27
20836,48,105.0,11.43,-0.66,227.27
18222,48,102.35,11.72,-0.56,227.28
19116,42,102.73,11.68,-0.87,227.28
19227,46,100.17,11.98,-0.84,227.3
15754,65,106.73,11.24,-0.66,227.3
21942,51,104.17,11.52,-0.55,227.3
17540,64,105.92,11.33,0.2,227.3
19458,47,104.82,11.45,-0.12,227.32
21860,48,108.57,11.05,-1.38,227.32
22744,51,106.5,11.27,-0.62,227.33
21949,45,105.9,11.33,0.43,227.33
17827,44,104.65,11.47,-0.21,227.35
21093,46,102.55,11.7,-0.24,227.35
20929,46,103.6,11.58,-0.73,227.35
22973,54,108.03,11.11,0.03,227.35
20251,52,100.15,11.98,-0.64,227.35
18739,44,106.27,11.29,-0.22,227.37
29925,30,105.53,11.37,0.42,227.37
19744,68,104.03,11.54,-0.25,227.37
7471,43,100.52,11.94,-0.15,227.37
19864,60,100.88,11.9,-0.58,227.37
19559,52,106.23,11.3,0.66,227.37
16480,55,105.0,11.43,-0.23,227.38
17411,31,100.95,11.89,-0.68,227.38
25880,43,106.48,11.27,-0.18,227.38
18767,40,103.88,11.55,0.69,227.38
26160,24,107.92,11.12,1.03,227.4
16187,37,105.02,11.43,-0.68,227.4
22231,46,105.55,11.37,-0.29,227.4
20166,44,105.32,11.39,-1.09,227.4
19237,45,103.43,11.6,-0.65,227.4
20752,63,101.77,11.79,-0.66,227.42
21005,60,104.85,11.44,-0.05,227.42
20170,41,101.88,11.78,-0.3,227.42
17402,58,106.52,11.27,-0.76,227.42
19387,48,105.88,11.33,-2.47,227.42
21277,54,108.53,11.06,-0.22,227.42
21688,53,101.95,11.77,-0.12,227.43
29279,32,106.57,11.26,-0.06,227.45
21293,60,104.45,11.49,-0.34,227.45
22131,50,108.07,11.1,-0.0,227.45
24702,29,107.35,11.18,0.51,227.47
22920,57,106.65,11.25,-0.11,227.47
31560,19,111.18,10.79,0.17,227.47
22906,52,104.37,11.5,-0.25,227.48
21085,53,108.57,11.05,0.0,227.48
26426,34,106.1,11.31,0.45,227.48
20931,45,103.75,11.57,-0.43,227.48
19276,59,103.15,11.63,-1.11,227.5
29728,40,105.7,11.35,0.13,227.5
7697,37,106.35,11.28,0.17,227.5
16149,23,106.97,11.22,0.15,227.52
21664,45,106.08,11.31,-0.48,227.52
19617,58,102.83,11.67,-0.77,227.52
8459,53,101.77,11.79,-1.18,227.52
17250,20,106.93,11.22,0.19,227.52
22657,51,105.08,11.42,-0.46,227.52
13753,49,103.78,11.56,-1.42,227.52
12235,22,106.92,11.22,0.2,227.52
22377,48,104.87,11.44,-0.79,227.53
5890,42,102.73,11.68,-1.16,227.53
15239,44,102.2,11.74,-0.63,227.53
20608,40,104.27,11.51,0.12,227.53
25893,35,108.37,11.07,0.5,227.53
22123,45,107.12,11.2,0.07,227.53
21531,50,107.05,11.21,0.1,227.55
18058,34,102.75,11.68,-0.47,227.55
24596,42,107.12,11.2,0.1,227.55
15799,59,105.37,11.39,-0.14,227.57
13891,50,95.83,12.52,-0.14,227.57
22555,45,104.23,11.51,-0.13,227.58
18897,49,104.9,11.44,-0.58,227.6
10684,45,107.4,11.17,-0.02,227.6
15901,50,100.0,12.0,-0.29,227.6
20385,60,108.75,11.03,-0.38,227.6
22720,46,106.78,11.24,-0.77,227.6
12106,50,107.17,11.2,-0.76,227.62
23651,55,106.88,11.23,0.2,227.62
19510,42,102.75,11.68,-0.51,227.62
21731,58,103.93,11.55,-0.06,227.62
19195,46,101.78,11.79,-1.19,227.63
13327,46,103.62,11.58,-0.64,227.63
21829,52,105.1,11.42,-0.31,227.63
27982,44,98.53,12.18,-0.92,227.63
20279,45,103.33,11.61,0.07,227.63
16835,57,100.22,11.97,-0.59,227.63
22717,60,104.55,11.48,-0.21,227.65
22503,61,98.47,12.19,-0.82,227.65
25956,24,88.8,13.51,-2.07,227.65
19685,60,107.57,11.16,-0.13,227.67
30065,29,107.07,11.21,0.72,227.68
20644,51,107.75,11.14,0.5,227.7
20757,52,106.03,11.32,-0.32,227.7
25202,42,108.45,11.07,0.69,227.7
19159,38,105.27,11.4,-0.67,227.72
21914,45,103.9,11.55,-0.52,227.72
14320,54,104.53,11.48,-1.74,227.72
25878,45,102.97,11.65,-0.2,227.72
24651,52,107.45,11.17,-0.15,227.73
12206,45,105.98,11.32,-0.7,227.73
22824,60,103.13,11.64,-0.32,227.73
22700,51,108.12,11.1,-0.02,227.75
25252,30,105.78,11.34,-0.64,227.75
21913,63,106.6,11.26,-1.28,227.77
19239,40,103.18,11.63,0.02,227.77
18634,68,102.88,11.66,-0.98,227.77
21161,63,105.8,11.34,0.0,227.77
14832,34,100.82,11.9,0.11,227.78
23003,57,106.55,11.26,0.27,227.78
10743,51,107.82,11.13,-0.45,227.78
18439,59,102.13,11.75,-0.26,227.78
29403,27,111.2,10.79,0.86,227.78
18492,65,102.4,11.72,-1.37,227.78
22369,45,106.25,11.29,-0.27,227.78
15790,59,107.12,11.2,-1.17,227.78
22710,61,105.58,11.37,0.15,227.8
14080,56,106.53,11.26,0.29,227.8
31227,51,108.38,11.07,-0.2,227.82
20660,54,105.83,11.34,-1.41,227.82
18508,59,105.2,11.41,-0.66,227.82
30661,39,97.77,12.27,-0.68,227.82
17500,56,104.35,11.5,-0.88,227.83
18961,38,101.65,11.81,-0.73,227.83
22201,50,108.8,11.03,0.37,227.85
22063,52,103.67,11.58,-0.39,227.87
20710,43,98.7,12.16,-1.55,227.87
13606,45,98.2,12.22,-0.41,227.88
20003,45,103.02,11.65,-0.25,227.88
19443,43,105.3,11.4,-0.31,227.9
19588,43,104.22,11.51,0.01,227.9
21540,48,109.67,10.94,0.06,227.9
26646,38,102.88,11.66,-1.14,227.9
19800,44,103.9,11.55,-0.61,227.92
20475,42,102.88,11.66,-0.86,227.92
27523,43,104.37,11.5,-0.32,227.92
27812,46,102.02,11.76,0.76,227.93
8406,53,89.32,13.43,-0.58,227.93
20889,52,102.25,11.74,-0.6,227.95
16737,43,97.87,12.26,-1.23,227.95
13235,46,109.77,10.93,0.6,227.97
15897,64,107.45,11.17,-0.29,227.97
16028,58,102.25,11.74,-0.6,227.97
22743,66,106.75,11.24,-0.45,227.97
20149,45,104.43,11.49,-0.32,227.97
31735,63,107.25,11.19,0.16,227.97
21722,48,106.87,11.23,-0.07,227.98
21912,55,106.1,11.31,-0.28,227.98
21159,46,104.2,11.52,-0.73,227.98
22872,52,107.63,11.15,-0.07,227.98
21979,52,108.17,11.09,-0.56,227.98
18060,30,109.58,10.95,0.44,227.98
18885,63,100.87,11.9,-0.9,228.0
19704,44,104.45,11.49,-1.26,228.0
15763,60,107.6,11.15,-0.78,228.0
11594,50,93.72,12.8,-1.38,228.02
29173,49,105.3,11.4,0.82,228.02
7642,55,96.83,12.39,-2.9,228.03
22295,60,102.87,11.67,-1.07,228.03
20147,41,99.22,12.09,-0.33,228.03
21144,56,107.07,11.21,-0.19,228.03
26319,38,106.1,11.31,0.01,228.03
14393,56,104.98,11.43,-0.65,228.03
26498,53,106.58,11.26,0.18,228.03
20561,45,103.65,11.58,-0.2,228.03
20812,61,107.73,11.14,0.04,228.05
13365,58,105.8,11.34,-1.1,228.05
22318,49,105.73,11.35,-0.9,228.05
30482,54,104.6,11.47,0.76,228.07
22234,50,106.12,11.31,-0.4,228.07
20052,44,102.68,11.69,-0.64,228.07
15244,62,103.02,11.65,-0.08,228.08
19291,38,99.32,12.08,-1.5,228.1
21966,51,106.03,11.32,-0.28,228.1
22522,55,107.95,11.12,0.42,228.1
7586,50,103.73,11.57,0.23,228.1
20843,45,102.57,11.7,-0.78,228.1
12547,50,98.33,12.2,-0.51,228.1
20927,53,106.8,11.24,-0.15,228.1
12052,28,104.13,11.52,0.49,228.12
18453,55,111.18,10.79,-0.37,228.12
29559,43,101.4,11.83,0.09,228.12
23315,57,103.02,11.65,-0.47,228.13
18269,35,99.38,12.07,-2.29,228.13
22402,61,105.15,11.41,-0.69,228.13
22306,53,105.75,11.35,-0.23,228.13
20444,47,99.75,12.03,-0.79,228.13
16921,29,101.15,11.86,-0.12,228.13
18734,48,103.28,11.62,-0.75,228.13
29474,48,109.02,11.01,0.9,228.13
21668,54,108.38,11.07,0.08,228.13
19028,57,102.93,11.66,-0.17,228.13
17451,26,101.17,11.86,-0.14,228.13
22619,48,102.13,11.75,-0.28,228.13
10800,45,103.77,11.56,0.05,228.15
22067,50,102.28,11.73,-1.03,228.15
19877,45,103.77,11.56,0.05,228.15
19016,59,105.43,11.38,-0.56,228.15
14508,55,100.5,11.94,-1.12,228.15
19824,43,106.43,11.28,0.16,228.15
20837,43,106.33,11.29,0.1,228.17
20288,42,101.05,11.88,-0.18,228.17
21986,67,105.42,11.38,-0.56,228.17
2472,26,89.95,13.34,-2.95,228.17
21180,45,104.6,11.47,0.38,228.17
26791,34,97.6,12.3,-1.27,228.18
21738,53,112.03,10.71,0.83,228.18
19268,54,107.08,11.21,0.02,228.2
20432,47,102.42,11.72,-1.45,228.2
17287,34,107.4,11.17,0.99,228.2
22341,63,106.77,11.24,-0.35,228.2
31616,49,102.78,11.68,-0.28,228.22
19435,69,104.75,11.46,-1.14,228.22
12538,55,95.53,12.56,-1.98,228.23
20451,49,108.3,11.08,-0.3,228.23
16698,34,100.0,12.0,-2.29,228.23
8668,46,97.15,12.35,-1.69,228.23
27468,47,108.22,11.09,0.75,228.23
17988,27,100.27,11.97,-1.03,228.25
21814,48,106.95,11.22,-0.49,228.25
19783,42,100.85,11.9,-0.45,228.25
17349,59,101.7,11.8,0.58,228.25
21840,48,105.97,11.32,-0.01,228.27
20598,59,106.35,11.28,-0.2,228.27
18282,54,103.8,11.56,-0.54,228.27
15892,51,113.78,10.55,1.89,228.27
18571,59,106.35,11.28,-0.2,228.27
21032,53,101.75,11.79,-0.37,228.28
10539,52,104.28,11.51,-0.55,228.28
18162,48,104.82,11.45,-1.7,228.28
20466,62,107.63,11.15,-0.25,228.28
15598,41,104.68,11.46,-1.99,228.3
11413,48,96.38,12.45,-1.53,228.3
16896,59,103.48,11.6,-2.4,228.32
21823,64,108.63,11.05,-0.03,228.32
20211,61,106.12,11.31,0.01,228.33
20846,42,103.13,11.64,-0.81,228.33
23591,57,106.4,11.28,-0.41,228.33
15764,48,104.67,11.46,-1.32,228.35
22596,62,108.17,11.09,0.13,228.35
22880,60,103.65,11.58,-0.76,228.35
25451,28,104.43,11.49,-0.67,228.35
21155,47,103.62,11.58,-0.38,228.35
21306,49,105.62,11.36,-0.31,228.35
21258,46,107.55,11.16,0.32,228.37
21888,49,107.87,11.12,0.08,228.37
20781,60,103.42,11.6,-0.82,228.38
17966,55,100.03,12.0,-0.4,228.38
20113,46,102.6,11.7,0.09,228.38
21916,51,103.53,11.59,-0.49,228.38
20300,42,106.57,11.26,-0.16,228.38
15734,53,101.65,11.81,-1.6,228.38
21143,46,103.58,11.59,-0.69,228.38
22022,47,102.22,11.74,-0.44,228.4
18158,56,107.88,11.12,0.05,228.4
3702,40,109.78,10.93,-1.23,228.4
22187,58,105.87,11.33,-0.22,228.4
9016,42,92.62,12.96,-2.32,228.4
25274,40,97.82,12.27,-1.18,228.4
20125,42,102.58,11.7,-0.47,228.4
29686,38,100.75,11.91,-0.84,228.4
22569,56,103.42,11.6,-1.44,228.42
30198,28,107.62,11.15,0.35,228.42
16251,56,102.87,11.67,-0.5,228.42
18611,56,104.48,11.49,0.08,228.42
30196,28,107.62,11.15,0.38,228.42
21872,46,102.15,11.75,-0.67,228.42
26379,31,106.97,11.22,-0.2,228.43
29305,51,110.15,10.89,0.44,228.45
22718,47,102.38,11.72,-0.98,228.45
20617,63,104.72,11.46,-0.5,228.45
19462,44,104.6,11.47,-0.32,228.48
21752,51,108.77,11.03,-0.13,228.48
21280,60,105.83,11.34,-0.56,228.5
15533,31,100.87,11.9,-0.64,228.5
27274,33,104.45,11.49,0.5,228.5
19837,44,106.85,11.23,0.35,228.5
19231,40,107.63,11.15,0.01,228.5
23035,66,104.75,11.46,-0.18,228.52
22476,60,106.27,11.29,-0.98,228.52
19221,56,99.68,12.04,-2.09,228.53
30295,53,106.15,11.3,0.08,228.53
20986,46,106.92,11.22,0.51,228.53
21091,49,106.85,11.23,-0.08,228.53
11273,48,92.58,12.96,-1.42,228.55
18544,58,103.72,11.57,-0.53,228.55
25598,19,106.85,11.23,0.14,228.55
26250,23,108.12,11.1,0.96,228.55
21038,47,106.95,11.22,-0.49,228.55
27695,40,105.6,11.36,-1.17,228.55
19084,46,106.2,11.3,-0.63,228.57
13781,51,101.97,11.77,-0.06,228.57
15748,60,104.93,11.44,-1.05,228.58
23991,22,99.07,12.11,-1.55,228.58
21266,63,104.52,11.48,-0.65,228.58
19848,43,106.3,11.29,-0.32,228.58
18888,54,104.23,11.51,-1.28,228.58
18288,43,103.8,11.56,-0.51,228.58
6300,41,97.93,12.25,-0.36,228.58
18347,44,107.77,11.13,-0.78,228.6
10660,51,103.38,11.61,-0.46,228.6
31433,55,98.75,12.15,-0.39,228.6
32125,29,105.13,11.41,-0.28,228.62
19715,43,107.55,11.16,0.51,228.62
20747,60,103.67,11.58,-0.39,228.62
21206,50,106.42,11.28,-0.39,228.62
14668,51,94.87,12.65,-0.89,228.62
27860,32,106.82,11.23,-0.29,228.62
21211,46,106.45,11.27,0.1,228.63
14090,29,106.17,11.3,-0.44,228.63
22223,45,109.35,10.97,-0.02,228.63
14548,29,101.13,11.87,-2.94,228.63
30153,42,107.12,11.2,-0.14,228.65
21651,63,106.4,11.28,0.09,228.65
21628,68,105.55,11.37,0.15,228.65
4641,29,96.7,12.41,-0.34,228.67
18662,45,107.95,11.12,0.17,228.68
22401,48,108.52,11.06,-1.13,228.68
23627,57,106.55,11.26,-0.29,228.7
18835,55,98.82,12.14,-0.4,228.7
20308,45,106.32,11.29,-0.39,228.7
18882,58,101.05,11.88,-1.21,228.7
13617,48,97.02,12.37,-1.33,228.72
27924,52,104.42,11.49,0.17,228.72
25367,34,104.48,11.49,0.03,228.72
18887,55,106.25,11.29,-0.4,228.72
17860,41,106.58,11.26,0.29,228.72
27457,55,103.72,11.57,1.2,228.73
19677,38,108.02,11.11,-1.1,228.73
30358,45,109.07,11.0,-0.82,228.73
22682,61,105.98,11.32,0.18,228.73
21500,45,104.15,11.52,-0.4,228.73
13093,52,99.97,12.0,-0.7,228.75
21191,62,107.15,11.2,-0.18,228.75
21956,50,107.18,11.2,-0.17,228.77
23572,59,106.17,11.3,-0.12,228.77
21326,49,107.6,11.15,-2.35,228.77
16176,43,105.02,11.43,-0.88,228.77
30401,26,108.72,11.04,0.2,228.78
26803,25,107.42,11.17,-0.23,228.78
23917,56,105.13,11.41,-1.49,228.78
23042,65,107.43,11.17,0.01,228.8
31511,56,109.43,10.97,0.56,228.8
24692,26,105.1,11.42,-0.03,228.8
19401,44,103.2,11.63,-1.1,228.8
22124,62,106.7,11.25,-2.38,228.8
25758,34,96.58,12.42,-0.14,228.8
21065,49,106.05,11.32,-0.08,228.82
22057,51,105.82,11.34,-0.67,228.82
18958,59,103.68,11.57,-0.91,228.82
21710,46,108.17,11.09,-0.34,228.82
19530,65,107.23,11.19,-0.96,228.82
18861,54,103.57,11.59,-2.48,228.82
20771,53,107.53,11.16,-0.21,228.83
15712,73,103.32,11.61,-1.51,228.83
16761,33,105.57,11.37,-0.67,228.83
21583,50,108.48,11.06,-1.88,228.83
16283,36,97.25,12.34,-1.29,228.83
22222,45,106.78,11.24,-0.02,228.85
20869,60,105.13,11.41,0.03,228.85
12558,54,103.33,11.61,-0.77,228.85
20100,43,100.13,11.98,-1.22,228.85
29464,32,111.88,10.73,0.76,228.85
19119,55,104.28,11.51,-1.42,228.87
20255,49,109.15,10.99,-0.71,228.87
19797,45,103.35,11.61,-0.79,228.87
16746,60,109.62,10.95,0.01,228.87
