bib,age,5k_minutes,10k_minutes,15k_minutes,20k_minutes,Half_minutes,25k_minutes,30k_minutes,35k_minutes,40k_minutes,gender_F,gender_M,pace_5k_to_10k,percentage_decay_5k_to_10k,finish_minutes
31666,63.0,32.8,71.5,111.13,0.0,0.0,0.0,0.0,0.0,0.0,1,0,7.75,-8.25,336.97
30962,51.0,36.52,73.1,114.53,0.0,0.0,0.0,0.0,0.0,0.0,1,0,8.2,-0.08,345.1
24243,65.0,33.55,67.52,102.97,0.0,0.0,0.0,0.0,0.0,0.0,1,0,8.83,-0.62,347.78
30692,47.0,33.73,71.27,110.63,151.52,160.28,193.0,236.02,281.73,329.28,1,0,7.99,-5.35,348.43
24558,70.0,37.53,73.82,110.53,157.22,0.0,0.0,0.0,0.0,0.0,1,0,8.27,1.68,352.58
26052,50.0,36.0,73.68,112.6,153.6,162.13,197.83,242.92,289.13,0.0,1,0,7.96,-2.28,353.5
15069,46.0,32.27,67.85,101.68,137.97,0.0,0.0,0.0,0.0,0.0,1,0,8.43,-4.88,353.58
29344,70.0,40.48,82.9,126.37,173.15,182.65,216.9,262.13,306.67,349.6,1,0,7.07,-2.34,368.35
170,47.0,19.85,40.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,14.87,-0.82,179.63
8302,45.0,21.18,42.42,63.85,0.0,0.0,0.0,0.0,0.0,0.0,1,0,14.12,-0.14,186.85
10617,51.0,22.67,44.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,13.48,0.91,195.22
11167,48.0,22.83,45.05,67.45,90.3,95.28,113.42,137.12,161.45,185.33,1,0,13.5,1.35,195.62
12039,47.0,23.38,45.9,68.55,91.15,96.05,113.65,137.07,161.2,185.4,1,0,13.32,1.87,196.2
18227,48.0,23.23,45.82,68.82,92.23,97.28,115.58,139.38,163.35,186.58,1,0,13.28,1.4,196.65
11379,45.0,23.48,46.32,69.53,92.85,97.8,116.0,139.95,164.28,188.48,1,0,13.13,1.38,199.08
16643,46.0,22.83,45.58,68.55,92.32,97.45,116.27,140.37,164.87,189.07,1,0,13.19,0.18,199.2
13507,57.0,23.6,46.6,71.02,0.0,0.0,0.0,0.0,0.0,0.0,1,0,13.04,1.29,199.42
7173,45.0,22.9,45.42,68.32,91.93,96.9,115.08,139.15,163.87,188.85,1,0,13.32,0.84,199.98
11865,46.0,23.28,46.68,69.98,93.58,98.72,0.0,0.0,0.0,0.0,1,0,12.82,-0.26,200.38
20719,47.0,23.78,47.87,71.72,95.32,100.43,118.63,0.0,0.0,0.0,1,0,12.45,-0.65,200.45
12941,45.0,24.57,48.52,72.48,96.77,101.97,120.62,144.83,168.55,190.95,1,0,12.53,1.28,200.68
10522,51.0,22.3,44.35,66.68,0.0,0.0,0.0,0.0,0.0,0.0,1,0,13.61,0.56,201.53
17204,50.0,24.15,47.13,70.18,93.67,98.7,117.15,141.32,166.25,191.03,1,0,13.05,2.48,201.6
19367,51.0,23.23,47.12,70.4,94.23,99.37,117.85,141.92,167.17,191.62,1,0,12.56,-1.4,202.4
17346,58.0,23.73,47.15,70.6,94.18,0.0,0.0,0.0,0.0,0.0,1,0,12.81,0.66,203.23
18601,46.0,24.02,47.07,69.85,93.25,98.32,117.13,141.88,167.47,192.13,1,0,13.02,2.06,203.27
22354,53.0,24.72,48.18,71.82,0.0,0.0,0.0,0.0,0.0,0.0,1,0,12.79,2.62,203.62
16238,56.0,22.62,46.22,70.08,94.45,99.73,118.93,143.95,169.2,193.35,1,0,12.71,-2.12,204.1
18857,46.0,25.15,49.82,73.73,97.9,103.08,121.72,0.0,0.0,0.0,1,0,12.16,0.96,205.1
12526,47.0,23.97,47.48,70.87,94.57,99.75,0.0,0.0,0.0,0.0,1,0,12.76,0.97,205.38
31352,46.0,24.55,47.45,71.0,95.05,100.12,119.3,144.33,170.22,195.03,1,0,13.1,3.48,205.47
21003,45.0,24.2,47.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,13.04,2.54,205.97
20234,46.0,25.97,50.93,75.58,0.0,0.0,0.0,0.0,0.0,0.0,1,0,12.02,1.98,206.37
14564,49.0,24.23,48.0,71.98,96.32,101.62,120.52,0.0,0.0,0.0,1,0,12.62,0.96,206.47
16541,58.0,24.17,48.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,12.49,0.33,206.65
12040,48.0,24.7,49.43,73.88,98.68,104.05,0.0,0.0,0.0,0.0,1,0,12.13,-0.06,207.22
20988,51.0,25.03,48.95,73.18,97.72,0.0,0.0,0.0,0.0,0.0,1,0,12.54,2.27,207.83
18445,45.0,23.25,45.63,68.65,92.4,97.45,116.27,142.15,169.4,196.07,1,0,13.4,1.91,208.23
14378,53.0,24.47,48.8,73.33,99.82,105.12,124.08,148.72,0.0,0.0,1,0,12.33,0.29,208.83
8149,46.0,22.93,45.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,13.06,-0.09,208.83
16116,67.0,24.53,48.8,72.92,97.2,102.52,121.42,0.0,0.0,0.0,1,0,12.36,0.53,208.93
21315,48.0,24.27,48.4,73.02,97.55,0.0,0.0,0.0,0.0,0.0,1,0,12.43,0.29,209.5
19883,55.0,24.85,49.32,73.68,98.57,103.92,123.43,148.87,0.0,0.0,1,0,12.26,0.77,210.13
19235,45.0,25.53,50.4,75.22,0.0,0.0,0.0,0.0,0.0,0.0,1,0,12.06,1.31,210.52
21117,45.0,24.07,47.93,72.23,96.8,102.03,121.35,147.37,173.77,199.05,1,0,12.57,0.44,210.55
7717,51.0,23.9,48.13,72.52,97.67,103.05,122.87,149.18,175.32,200.1,1,0,12.38,-0.69,210.65
20585,50.0,26.27,50.63,75.13,100.07,105.55,0.0,0.0,0.0,0.0,1,0,12.32,3.77,211.17
16033,59.0,23.57,47.67,71.92,96.73,101.97,121.3,146.78,173.53,199.97,1,0,12.45,-1.11,211.52
20043,48.0,25.8,51.15,76.17,101.23,0.0,0.0,0.0,0.0,0.0,1,0,11.83,0.88,212.13
20873,51.0,25.07,49.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,12.17,0.84,212.32
19160,45.0,25.05,49.75,74.45,99.52,104.98,124.82,150.7,0.0,0.0,1,0,12.15,0.7,212.45
19148,47.0,24.58,49.43,74.25,99.8,105.17,125.35,151.53,0.0,0.0,1,0,12.07,-0.55,212.75
15711,49.0,24.4,48.73,72.93,97.67,103.07,122.42,148.07,174.48,200.8,1,0,12.33,0.14,212.77
21224,51.0,25.75,50.75,75.28,100.18,105.58,125.03,0.0,0.0,0.0,1,0,12.0,1.48,212.8
12542,50.0,23.65,47.67,71.1,95.02,100.23,119.77,145.57,173.15,201.55,1,0,12.49,-0.78,212.95
13940,52.0,24.8,49.55,74.35,99.25,104.62,124.13,149.77,0.0,0.0,1,0,12.12,0.1,213.13
16547,46.0,24.2,48.55,73.08,97.97,103.45,123.28,0.0,0.0,0.0,1,0,12.32,-0.31,213.23
17811,46.0,25.13,49.7,74.55,0.0,0.0,0.0,0.0,0.0,0.0,1,0,12.21,1.13,213.38
18267,50.0,25.33,50.12,74.93,99.72,105.13,0.0,0.0,0.0,0.0,1,0,12.1,1.08,213.53
18513,46.0,24.52,48.38,72.23,96.58,0.0,0.0,0.0,0.0,0.0,1,0,12.57,1.36,213.85
19599,47.0,25.42,50.53,75.28,100.37,105.87,125.48,151.13,177.03,202.55,1,0,11.95,0.61,213.87
15513,48.0,23.95,48.17,72.42,97.22,102.53,122.38,148.2,175.52,202.43,1,0,12.39,-0.56,213.92
17844,48.0,23.88,47.55,71.57,0.0,0.0,0.0,0.0,0.0,0.0,1,0,12.67,0.44,213.98
16889,45.0,24.45,49.15,73.78,98.5,103.83,123.18,148.82,0.0,0.0,1,0,12.15,-0.51,214.23
20629,46.0,24.73,49.5,74.2,99.07,104.48,123.73,149.05,0.0,0.0,1,0,12.11,-0.08,214.37
19057,48.0,24.28,48.17,72.4,97.02,0.0,0.0,0.0,0.0,0.0,1,0,12.56,0.81,214.38
19841,48.0,24.88,49.22,73.45,98.5,103.9,123.65,149.98,176.67,202.88,1,0,12.33,1.1,214.42
19068,51.0,26.33,51.22,75.83,100.7,106.08,125.55,151.22,177.93,204.0,1,0,12.05,2.81,215.33
21576,49.0,25.78,51.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11.81,0.74,215.33
19986,50.0,25.92,51.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11.93,1.51,215.47
21204,49.0,25.3,50.22,75.98,102.18,0.0,0.0,0.0,0.0,0.0,1,0,12.04,0.76,215.9
15768,50.0,24.42,48.5,72.83,97.78,103.3,123.27,149.55,176.78,203.87,1,0,12.46,0.7,215.93
20310,47.0,25.37,50.68,76.17,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11.85,0.12,215.93
19200,51.0,25.5,50.18,75.38,100.45,105.87,125.52,0.0,0.0,0.0,1,0,12.16,1.63,216.38
16699,56.0,24.68,49.37,74.35,100.12,105.58,124.68,151.23,178.45,205.07,1,0,12.15,-0.02,216.53
20190,53.0,26.97,53.18,78.52,103.95,109.23,129.08,155.27,180.97,205.9,1,0,11.45,1.43,216.6
22531,47.0,26.3,52.48,78.43,104.3,109.98,130.1,156.2,182.0,206.65,1,0,11.46,0.23,216.93
17681,46.0,25.9,50.4,75.48,101.23,0.0,0.0,0.0,0.0,0.0,1,0,12.24,2.78,217.68
16369,51.0,24.07,48.52,72.88,97.8,103.15,122.85,149.62,0.0,0.0,1,0,12.27,-0.78,218.22
21014,45.0,24.32,48.12,72.6,0.0,0.0,0.0,0.0,0.0,0.0,1,0,12.61,1.08,218.25
19545,70.0,25.22,50.12,75.2,100.55,106.07,125.95,152.2,178.9,0.0,1,0,12.05,0.64,218.43
7733,45.0,25.35,50.75,76.03,101.68,107.2,127.13,153.28,179.97,206.67,1,0,11.81,-0.1,218.7
17332,54.0,26.32,52.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11.65,1.08,218.83
19194,46.0,26.27,51.8,77.25,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11.75,1.43,219.07
21063,51.0,26.3,52.1,77.97,103.88,109.5,129.6,156.22,182.83,208.35,1,0,11.63,0.96,219.25
20301,48.0,25.57,50.92,76.3,101.92,0.0,0.0,0.0,0.0,0.0,1,0,11.83,0.43,219.4
21656,46.0,25.52,50.85,76.37,102.17,107.73,127.93,154.95,181.55,0.0,1,0,11.84,0.37,219.42
19142,46.0,25.33,50.37,75.67,100.95,106.32,126.13,152.3,0.0,0.0,1,0,11.98,0.58,219.83
20890,49.0,25.73,51.02,76.47,102.13,107.77,0.0,0.0,0.0,0.0,1,0,11.86,0.86,219.9
20161,45.0,26.15,51.77,77.38,103.3,108.83,128.98,155.47,0.0,0.0,1,0,11.71,1.02,220.22
20291,47.0,25.68,51.95,78.08,104.58,110.5,131.32,0.0,0.0,0.0,1,0,11.42,-1.14,220.5
20943,45.0,25.42,51.02,76.57,102.47,108.08,128.37,155.32,182.9,0.0,1,0,11.72,-0.35,221.15
19112,49.0,24.53,48.72,73.73,99.3,104.85,125.12,151.98,180.2,208.73,1,0,12.4,0.7,221.4
21124,45.0,26.12,51.23,75.92,101.2,106.62,126.5,153.12,181.23,208.98,1,0,11.95,1.97,221.43
20919,45.0,26.48,51.38,76.1,101.37,106.8,0.0,0.0,0.0,0.0,1,0,12.05,3.08,221.6
21070,47.0,26.43,52.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11.53,0.78,221.62
21878,49.0,27.32,52.47,79.18,104.75,110.3,130.3,0.0,0.0,0.0,1,0,11.93,4.14,221.63
17293,45.0,25.45,50.43,75.88,101.35,106.83,126.72,153.5,181.82,209.78,1,0,12.01,0.93,221.67
20186,47.0,25.37,49.83,74.23,99.2,104.73,124.78,152.37,181.22,209.5,1,0,12.26,1.83,222.5
23064,50.0,28.4,55.52,82.05,108.08,113.87,134.22,160.73,186.62,211.52,1,0,11.06,2.31,222.52
19618,47.0,24.78,49.33,74.47,100.95,106.63,127.8,155.18,183.9,210.93,1,0,12.22,0.47,222.57
21790,48.0,25.65,49.98,74.62,100.22,105.78,126.52,154.32,183.0,210.97,1,0,12.33,2.64,222.58
21584,57.0,26.02,51.87,77.88,104.18,109.87,130.48,157.77,0.0,0.0,1,0,11.61,0.33,223.25
21283,48.0,27.28,53.58,79.83,105.57,111.22,0.0,0.0,0.0,0.0,1,0,11.41,1.83,223.57
21515,49.0,25.53,50.25,75.07,100.88,106.5,127.07,155.3,0.0,0.0,1,0,12.14,1.61,223.92
21107,51.0,26.9,53.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11.34,0.84,224.03
22870,69.0,26.62,52.8,78.65,104.92,110.62,130.73,160.17,0.0,0.0,1,0,11.46,0.83,224.12
22803,51.0,26.15,52.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11.53,0.25,224.37
20914,51.0,25.43,49.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,12.27,1.96,224.42
19820,59.0,26.18,52.07,77.83,103.72,0.0,0.0,0.0,0.0,0.0,1,0,11.59,0.56,224.45
18376,52.0,25.9,52.38,78.47,105.12,110.9,131.58,158.87,186.37,212.87,1,0,11.33,-1.11,224.65
19753,48.0,27.02,53.23,79.08,105.47,111.22,132.35,160.05,187.27,213.65,1,0,11.45,1.52,224.67
22030,45.0,27.27,53.35,79.12,105.27,110.87,131.28,158.8,186.28,213.3,1,0,11.5,2.23,224.77
24431,68.0,25.02,49.8,74.82,100.12,105.68,125.78,152.8,181.5,0.0,1,0,12.11,0.48,225.27
21845,56.0,26.33,51.5,76.73,102.63,108.38,129.12,157.12,186.27,213.58,1,0,11.92,2.25,225.52
15710,51.0,26.57,52.88,79.42,106.58,112.73,0.0,0.0,0.0,0.0,1,0,11.4,0.49,225.83
19284,45.0,25.65,50.88,75.83,102.33,107.83,128.9,156.27,184.17,212.62,1,0,11.89,0.83,225.88
21393,50.0,26.8,53.07,78.88,105.03,110.62,131.13,158.45,186.25,213.32,1,0,11.42,1.0,225.93
21072,46.0,26.1,52.0,78.02,104.55,0.0,0.0,0.0,0.0,0.0,1,0,11.58,0.38,226.0
21182,49.0,26.6,53.27,79.47,105.87,111.55,132.07,159.1,187.05,214.33,1,0,11.25,-0.13,226.25
22628,52.0,26.0,51.32,77.23,103.32,0.0,0.0,0.0,0.0,0.0,1,0,11.85,1.33,226.32
19512,49.0,26.23,52.05,77.77,103.65,0.0,0.0,0.0,0.0,0.0,1,0,11.62,0.79,226.4
19631,48.0,26.65,52.45,78.38,104.95,110.72,131.52,0.0,0.0,0.0,1,0,11.63,1.62,226.85
19626,52.0,25.93,51.13,76.52,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11.9,1.43,227.08
21093,46.0,26.05,51.32,76.73,102.55,108.25,128.83,156.12,185.25,214.48,1,0,11.87,1.52,227.35
19237,45.0,26.17,51.48,77.07,103.43,109.08,130.03,157.93,186.62,214.62,1,0,11.85,1.67,227.4
20279,45.0,26.22,51.97,77.55,103.33,108.92,128.95,156.48,186.85,215.32,1,0,11.65,0.9,227.63
20561,45.0,25.53,51.03,77.58,103.65,109.4,130.08,157.77,186.8,215.97,1,0,11.76,0.06,228.03
22234,50.0,26.28,52.75,79.27,106.12,112.0,133.17,160.7,188.52,215.9,1,0,11.33,-0.36,228.07
21668,54.0,27.17,54.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11.02,-0.11,228.13
23315,57.0,25.88,51.4,76.9,103.02,108.73,129.15,156.48,0.0,0.0,1,0,11.76,0.7,228.13
18734,48.0,26.12,51.13,76.88,103.28,108.88,129.8,158.08,187.2,215.62,1,0,12.0,2.17,228.13
21840,48.0,26.57,53.12,79.47,105.97,111.78,132.72,160.3,188.43,215.93,1,0,11.3,0.04,228.27
18282,54.0,26.22,51.75,77.43,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11.75,1.33,228.27
22223,45.0,27.18,54.68,82.0,109.35,115.25,136.72,164.42,191.33,217.3,1,0,10.91,-0.59,228.63
22401,48.0,27.07,53.73,80.47,108.52,0.0,0.0,0.0,0.0,0.0,1,0,11.25,0.76,228.68
22579,54.0,25.63,51.63,77.98,104.3,109.85,132.62,160.5,188.68,0.0,1,0,11.54,-0.72,229.05
21528,45.0,27.17,53.55,79.83,106.47,112.33,134.1,161.62,0.0,0.0,1,0,11.37,1.48,229.18
21546,45.0,26.8,53.28,79.65,106.55,112.32,133.37,161.52,189.38,218.1,1,0,11.33,0.6,229.33
20167,54.0,26.03,51.32,76.82,103.12,108.8,129.73,157.92,187.37,216.55,1,0,11.86,1.44,229.4
22668,47.0,27.82,55.18,82.28,109.42,115.32,136.43,164.07,191.37,218.42,1,0,10.96,0.83,229.53
14326,46.0,28.53,55.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11.29,3.56,229.73
20745,54.0,25.35,51.02,77.68,104.47,110.32,131.7,160.17,189.42,217.88,1,0,11.69,-0.63,229.92
22881,50.0,26.48,53.08,80.02,107.08,112.97,134.25,162.8,190.77,217.92,1,0,11.28,-0.23,229.93
23303,57.0,26.93,53.63,80.48,107.53,113.38,0.0,0.0,0.0,0.0,1,0,11.24,0.43,230.62
16914,45.0,30.92,58.67,85.98,0.0,0.0,0.0,0.0,0.0,0.0,1,0,10.81,5.4,230.77
22026,52.0,26.77,53.48,80.42,107.33,113.13,133.95,0.0,0.0,0.0,1,0,11.23,0.11,230.97
21924,48.0,25.8,51.65,78.02,104.68,0.0,0.0,0.0,0.0,0.0,1,0,11.61,-0.1,231.43
23444,58.0,27.43,54.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11.21,1.22,231.58
22984,50.0,27.65,54.78,81.72,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11.06,0.95,232.05
22097,59.0,26.72,53.48,79.98,106.87,112.8,0.0,0.0,0.0,0.0,1,0,11.21,-0.07,232.18
21882,56.0,26.7,53.33,79.88,106.83,112.73,134.32,162.73,191.65,219.83,1,0,11.27,0.13,232.2
23200,53.0,26.05,52.2,78.25,104.67,0.0,0.0,0.0,0.0,0.0,1,0,11.47,-0.19,232.32
23942,59.0,26.48,52.7,79.9,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11.44,0.49,232.42
21837,48.0,26.47,53.72,79.88,106.32,112.03,132.37,0.0,0.0,0.0,1,0,11.01,-1.45,232.42
29717,49.0,27.37,52.15,76.92,102.15,107.57,127.22,154.25,185.58,217.67,1,0,12.11,4.97,232.57
20921,45.0,27.12,53.68,80.38,107.55,0.0,0.0,0.0,0.0,0.0,1,0,11.3,1.04,232.62
23318,55.0,28.52,56.1,83.62,110.8,116.58,138.03,165.57,193.45,220.75,1,0,10.88,1.68,232.88
21983,49.0,25.88,51.95,78.35,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11.51,-0.37,233.12
23473,56.0,27.68,54.55,81.8,109.33,115.3,137.33,165.33,193.8,221.25,1,0,11.16,1.48,233.22
31967,45.0,26.9,52.9,79.78,106.97,112.83,134.83,163.62,0.0,0.0,1,0,11.54,1.7,234.23
22653,56.0,26.22,51.78,77.7,104.48,110.28,131.48,160.33,190.08,219.98,1,0,11.74,1.27,234.32
29654,49.0,27.73,54.2,80.88,107.63,113.53,134.83,163.6,193.9,222.0,1,0,11.33,2.32,234.33
22656,56.0,25.75,52.35,79.48,107.22,113.13,0.0,0.0,0.0,0.0,1,0,11.28,-1.62,234.58
23411,59.0,24.53,50.75,77.68,104.77,111.12,132.03,161.08,192.17,0.0,1,0,11.44,-3.33,234.63
21219,50.0,25.82,51.87,78.35,105.52,0.0,0.0,0.0,0.0,0.0,1,0,11.52,-0.44,234.68
22567,47.0,28.0,56.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,10.68,-0.14,234.7
22484,46.0,27.6,55.07,82.85,110.63,116.62,138.3,0.0,0.0,0.0,1,0,10.92,0.24,234.77
23592,55.0,27.67,54.5,81.65,109.23,0.0,0.0,0.0,0.0,0.0,1,0,11.18,1.54,234.88
15766,50.0,25.4,52.05,79.02,107.02,113.17,135.0,163.37,193.05,222.3,1,0,11.26,-2.4,234.97
23069,52.0,27.67,55.25,82.88,110.73,116.82,138.83,0.0,0.0,0.0,1,0,10.88,0.16,235.17
29509,49.0,28.6,56.07,83.68,111.25,117.3,139.02,167.17,0.0,0.0,1,0,10.92,2.02,235.2
20950,47.0,25.83,51.7,78.57,105.95,0.0,0.0,0.0,0.0,0.0,1,0,11.6,-0.08,235.58
29336,51.0,29.17,56.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11.02,3.44,235.8
22175,47.0,23.85,47.67,72.6,98.87,104.7,126.7,157.02,189.4,221.55,1,0,12.59,0.06,236.05
22005,49.0,26.68,53.18,80.43,109.5,115.32,136.88,0.0,0.0,0.0,1,0,11.32,0.34,236.78
18373,46.0,24.82,49.52,74.85,0.0,0.0,0.0,0.0,0.0,0.0,1,0,12.15,0.24,237.02
20459,50.0,25.98,51.85,78.37,105.88,111.87,133.83,163.58,194.12,224.13,1,0,11.6,0.21,237.38
22711,49.0,28.27,56.78,85.77,114.73,120.97,143.0,171.68,199.67,226.12,1,0,10.52,-0.42,237.48
22758,47.0,26.77,53.3,80.62,108.95,115.07,137.1,0.0,0.0,0.0,1,0,11.31,0.45,237.57
20386,45.0,26.8,53.37,80.08,107.33,113.25,135.08,166.47,197.97,0.0,1,0,11.29,0.43,237.75
31821,52.0,26.77,53.62,80.83,108.7,114.73,136.3,165.33,195.08,224.63,1,0,11.17,-0.15,237.82
30364,53.0,27.12,53.38,79.98,107.33,113.28,135.1,163.78,194.75,224.47,1,0,11.42,1.61,237.92
22365,51.0,26.43,52.55,78.57,104.83,110.43,130.57,157.65,187.55,221.62,1,0,11.49,0.59,237.97
19930,57.0,27.3,54.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,10.97,-0.09,238.32
22663,53.0,27.38,54.73,82.3,0.0,0.0,0.0,0.0,0.0,0.0,1,0,10.97,0.05,238.75
19860,45.0,27.33,54.92,82.12,110.8,116.75,139.1,169.07,199.0,227.18,1,0,10.87,-0.47,238.87
22251,59.0,27.2,54.57,82.17,109.42,115.4,0.0,0.0,0.0,0.0,1,0,10.96,-0.31,238.95
12599,53.0,25.4,50.58,76.92,104.47,110.57,133.15,163.47,194.78,225.2,1,0,11.91,0.43,239.0
23442,57.0,27.7,55.58,83.87,112.17,118.3,140.48,169.87,199.08,227.0,1,0,10.76,-0.32,239.22
23526,56.0,26.17,52.6,79.82,108.07,114.18,136.52,166.55,196.93,226.53,1,0,11.35,-0.49,239.4
24235,65.0,27.78,55.0,82.7,110.48,116.48,138.6,0.0,0.0,0.0,1,0,11.02,1.02,239.58
21051,48.0,29.22,58.52,87.17,115.42,121.32,143.07,171.33,0.0,0.0,1,0,10.24,-0.14,239.88
21149,48.0,28.57,55.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11.01,2.36,240.05
23954,65.0,27.67,55.05,82.88,111.12,117.05,141.03,0.0,0.0,0.0,1,0,10.96,0.53,240.35
22046,49.0,29.17,57.1,85.18,113.38,119.28,140.95,0.0,0.0,0.0,1,0,10.74,2.17,240.37
22452,51.0,27.52,55.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,10.75,-0.7,240.83
22085,51.0,27.65,55.32,83.5,111.82,117.8,139.55,169.58,199.13,228.02,1,0,10.84,-0.04,240.98
23017,54.0,26.87,53.95,81.48,109.65,115.73,137.47,0.0,0.0,0.0,1,0,11.08,-0.39,241.05
23366,55.0,27.43,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,10.88,-0.25,241.08
19764,48.0,26.78,53.25,80.73,109.05,115.1,138.5,168.6,199.25,228.9,1,0,11.33,0.58,241.62
22892,70.0,28.17,56.1,83.9,112.25,118.1,141.08,170.75,200.72,229.58,1,0,10.74,0.43,242.33
23268,56.0,27.38,54.18,81.48,109.33,0.0,0.0,0.0,0.0,0.0,1,0,11.19,1.07,242.52
20219,45.0,27.63,54.55,82.15,110.4,0.0,0.0,0.0,0.0,0.0,1,0,11.14,1.3,242.7
23604,55.0,26.87,53.88,81.23,109.68,115.9,138.53,167.82,0.0,0.0,1,0,11.11,-0.26,242.93
22303,48.0,29.57,58.53,87.98,117.1,123.17,145.5,174.17,0.0,0.0,1,0,10.36,1.04,243.1
21934,46.0,27.48,55.37,82.18,109.05,114.95,136.77,171.82,202.62,231.43,1,0,10.76,-0.74,243.18
23855,56.0,27.45,54.72,82.73,111.35,117.63,140.27,170.62,201.48,0.0,1,0,11.0,0.33,243.28
22027,45.0,28.38,55.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,10.97,1.85,243.53
23309,59.0,25.75,52.13,78.47,107.62,113.4,134.98,164.87,196.43,229.05,1,0,11.37,-1.21,243.82
23430,55.0,27.17,54.9,84.07,112.45,118.58,141.0,170.57,201.03,230.95,1,0,10.82,-1.02,243.98
22061,46.0,28.43,56.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,10.76,0.99,244.4
23246,58.0,28.0,56.18,84.75,0.0,0.0,0.0,0.0,0.0,0.0,1,0,10.65,-0.32,244.43
22873,59.0,28.68,57.32,86.03,115.27,122.18,145.0,174.9,204.55,232.55,1,0,10.47,0.07,244.63
22712,65.0,27.13,53.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11.19,0.57,244.78
23447,57.0,27.17,54.42,81.97,109.62,115.57,137.15,165.73,197.67,0.0,1,0,11.01,-0.15,245.03
16591,58.0,25.8,51.97,78.65,107.1,0.0,0.0,0.0,0.0,0.0,1,0,11.46,-0.71,245.32
19914,50.0,28.15,56.52,85.1,114.68,121.02,143.62,173.67,203.63,232.98,1,0,10.57,-0.39,245.57
29744,50.0,29.93,59.53,88.37,117.25,0.0,0.0,0.0,0.0,0.0,1,0,10.14,0.55,246.0
23743,58.0,28.05,55.95,84.95,113.1,119.35,141.88,171.23,201.98,232.72,1,0,10.75,0.27,246.08
21899,50.0,26.12,52.08,78.5,107.03,113.12,136.23,168.72,202.07,232.6,1,0,11.56,0.31,246.55
23688,56.0,29.12,58.38,87.5,116.83,123.17,146.25,0.0,0.0,0.0,1,0,10.25,-0.24,247.18
23648,57.0,28.45,56.18,84.13,112.28,118.45,141.42,0.0,0.0,0.0,1,0,10.82,1.28,247.75
27619,54.0,26.97,53.88,81.5,109.92,116.07,138.67,168.7,200.62,0.0,1,0,11.15,0.11,248.15
22385,48.0,26.53,53.97,82.33,112.93,119.12,142.15,174.33,206.47,235.48,1,0,10.93,-1.69,248.35
20726,45.0,27.17,55.75,83.57,111.57,117.67,140.13,0.0,0.0,0.0,1,0,10.5,-2.53,248.42
22918,58.0,27.33,55.02,82.85,112.93,118.97,142.62,174.07,205.13,0.0,1,0,10.83,-0.65,248.78
15818,59.0,26.98,55.12,83.55,112.53,118.7,141.55,171.52,202.82,0.0,1,0,10.66,-2.1,250.0
24097,66.0,27.95,55.47,83.45,112.07,0.0,0.0,0.0,0.0,0.0,1,0,10.9,0.78,250.02
23923,58.0,26.52,53.53,80.82,108.9,115.13,137.97,169.97,203.62,236.03,1,0,11.11,-0.92,250.07
19648,47.0,28.68,56.3,85.3,113.35,0.0,0.0,0.0,0.0,0.0,1,0,10.86,1.88,250.1
23358,56.0,28.18,56.18,84.52,112.8,119.02,0.0,0.0,0.0,0.0,1,0,10.71,0.32,250.48
21883,55.0,27.08,54.1,82.28,110.37,116.53,139.45,170.35,203.72,236.42,1,0,11.1,0.11,250.62
21250,49.0,31.73,61.42,90.73,120.55,126.8,149.75,179.55,209.87,239.33,1,0,10.1,3.32,251.72
